State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Print_Collection_Expenditures,Digital_Collection_Expenditures,Total Collection Expenditures,Total Operating Expenditures,Print Collection,Digital Collection,Audio Collection,Library Visits,Registered Users
ID,ID0109,2015,SHERBURN SMITH MEMORIAL,375 1ST AVE E,WENDELL,83355,-114.6990528,42.7764035,16,47,GOODING,15064,729.0,240.0,969.0,42536.0,23432.0,0.0,147.0,8038.0,900.0
ID,ID0110,2015,WILDER DISTRICT,207 A AVE E,WILDER,83676,-116.9059387,43.6770741,16,27,CANYON,203143,13927.0,0.0,13927.0,110996.0,17130.0,0.0,688.0,9995.0,2537.0
ID,ID0111,2015,KELLOGG PUBLIC,16 W MARKET AVE,KELLOGG,83837,-116.1215392,47.5337268,16,79,SHOSHONE,12390,7810.0,0.0,9410.0,64101.0,11893.0,6206.0,271.0,13000.0,1053.0
ID,ID0112,2015,BENEWAH DISTRICT,4345 FOX RD,TENSED,83870,-116.817839,47.148815,16,9,BENEWAH,9118,5750.0,450.0,8025.0,148209.0,17422.0,6206.0,265.0,32367.0,812.0
ID,ID0120,2015,COMMUNITY LIBRARY NETWORK,8385 N GOVERNMENT WY,HAYDEN,83835,-116.786672,47.747889,16,55,KOOTENAI,147326,325816.0,40793.0,413154.0,3515651.0,214658.0,6206.0,15854.0,580238.0,69645.0
ID,ID0123,2015,FREMONT COUNTY DISTRICT,925 MAIN,ASHTON,83420,-111.442129,44.071339,16,43,FREMONT,12867,26872.0,3529.0,30401.0,384567.0,35292.0,2642.0,1240.0,23750.0,5154.0
ID,ID0124,2015,MEADOWS VALLEY DISTRICT,400 VIRGINIA ST,NEW MEADOWS,83654,-116.282681,44.971104,16,3,ADAMS,3861,4452.0,0.0,4452.0,84828.0,11232.0,0.0,647.0,11859.0,732.0
ID,ID0125,2015,PRIEST LAKE DISTRICT,28769 HWY 57,PRIEST LAKE,83856,-116.9396118,48.5265907,16,17,BONNER,41585,2192.0,0.0,3826.0,99771.0,12282.0,6206.0,540.0,10922.0,976.0
IL,IL0001,2015,JOHN MOSSER PUBLIC LIBRARY DISTRICT,106 WEST MEEK STREET,ABINGDON,61410,-90.399159,40.802408,17,95,KNOX,52069,12212.0,0.0,12223.0,96218.0,23242.0,0.0,0.0,13175.0,738.0
IL,IL0002,2015,ACORN PUBLIC LIBRARY DISTRICT,15624 SOUTH CENTRAL AVENUE,OAK FOREST,60452,-87.756218,41.607578,17,31,COOK,5246456,95076.0,29719.0,134737.0,1066515.0,67442.0,22456.0,3626.0,105995.0,17095.0
IL,IL0003,2015,ADDISON PUBLIC LIBRARY,4 FRIENDSHIP PLAZA,ADDISON,60101,-87.99304,41.932838,17,43,DUPAGE,932708,182020.0,150343.0,439384.0,3727667.0,143204.0,1647.0,12563.0,273722.0,23184.0
IL,IL0005,2015,ALBION PUBLIC LIBRARY,6 NORTH FOURTH STREET,ALBION,62806,-88.0562677,38.3771308,17,47,EDWARDS,6617,5254.0,1950.0,7204.0,51432.0,14268.0,94.0,210.0,6501.0,293.0
IL,IL0006,2015,ALGONQUIN AREA PUBLIC LIBRARY DISTRICT,2600 HARNISH DRIVE,ALGONQUIN,60102,-88.34741,42.161081,17,111,MCHENRY,307283,237968.0,229751.0,469314.0,5501771.0,163679.0,13332.0,19160.0,326363.0,24012.0
IL,IL0007,2015,ALPHA PARK PUBLIC LIBRARY DISTRICT,3527 SOUTH AIRPORT ROAD,BARTONVILLE,61607,-89.680401,40.646306,17,143,PEORIA,187319,94857.0,51208.0,154214.0,1088995.0,80220.0,3500.0,8092.0,143364.0,9114.0
IL,IL0008,2015,ALSIP-MERRIONETTE PARK LIBRARY DISTRICT,11960 SOUTH PULASKI ROAD,ALSIP,60803,-87.7197699,41.6754812,17,31,COOK,5246456,143801.0,74516.0,252753.0,2512155.0,100105.0,24000.0,7275.0,176355.0,13022.0
IL,IL0009,2015,ALTAMONT PUBLIC LIBRARY,121 WEST WASHINGTON AVENUE,ALTAMONT,62411,-88.749383,39.060372,17,49,EFFINGHAM,34320,6610.0,850.0,7625.0,52327.0,21353.0,4905.0,546.0,18654.0,1050.0
IL,IL0010,2015,RANSOM MEMORIAL PUBLIC LIBRARY,110 EAST MAIN STREET,ALTONA,61414,-90.1645404,41.1144839,17,95,KNOX,52069,2362.0,30.0,2392.0,24023.0,18050.0,0.0,0.0,4650.0,600.0
IL,IL0011,2015,PANKHURST MEMORIAL LIBRARY,3 SOUTH JEFFERSON AVENUE,AMBOY,61310,-89.32778,41.714668,17,103,LEE,34735,3447.0,0.0,3447.0,48335.0,13382.0,0.0,28.0,5572.0,676.0
IL,IL0012,2015,ANDALUSIA TOWNSHIP LIBRARY,503 SECOND STREET WEST,ANDALUSIA,61232,-90.7205636,41.4393886,17,161,ROCK ISLAND,146063,9593.0,0.0,10965.0,51115.0,14683.0,0.0,92.0,5334.0,1467.0
IL,IL0013,2015,STINSON MEMORIAL PUBLIC LIBRARY DISTRICT,409 SOUTH MAIN STREET,ANNA,62906,-89.2521953,37.4578457,17,181,UNION,17447,16064.0,4000.0,21564.0,280524.0,27201.0,11167.0,1181.0,28934.0,5466.0
IL,IL0014,2015,ANNAWAN-ALBA TOWNSHIP LIBRARY,"200 N MEADOW LANE, SUITE 2",ANNAWAN,61234,-89.909313,41.397777,17,73,HENRY,49635,2349.0,0.0,2349.0,60724.0,14395.0,0.0,73.0,7392.0,690.0
IL,IL0015,2015,ANTIOCH PUBLIC LIBRARY DISTRICT,757 MAIN STREET,ANTIOCH,60002,-88.096248,42.482768,17,97,LAKE,705186,124173.0,60697.0,252426.0,2170944.0,126228.0,15162.0,7767.0,175652.0,22398.0
IL,IL0016,2015,ARCOLA PUBLIC LIBRARY DISTRICT,407 EAST MAIN STREET,ARCOLA,61910,-88.297328,39.6839946,17,41,DOUGLAS,19889,12510.0,0.0,15208.0,178372.0,21009.0,13543.0,856.0,16080.0,1305.0
IL,IL0018,2015,ARLINGTON HEIGHTS MEMORIAL LIBRARY,500 NORTH DUNTON AVENUE,ARLINGTON HEIGHTS,60004,-87.982885,42.087833,17,31,COOK,5246456,659113.0,394601.0,1428197.0,11674466.0,258895.0,7540.0,33865.0,910655.0,47713.0
IL,IL0019,2015,ARTHUR PUBLIC LIBRARY DISTRICT,225 SOUTH WALNUT STREET,ARTHUR,61911,-88.4734758,39.7157047,17,139,MOULTRIE,14837,18575.0,1300.0,25775.0,176084.0,21765.0,10000.0,465.0,41365.0,1839.0
IL,IL0020,2015,PRAIRIE SKIES PUBLIC LIBRARY DISTRICT,125 WEST EDITOR STREET,ASHLAND,62612,-90.0074883,39.8887034,17,17,CASS,13156,29944.0,2753.0,41481.0,204670.0,45521.0,5000.0,903.0,19161.0,1703.0
IL,IL0021,2015,ASHLEY PUBLIC LIBRARY DISTRICT,70 NORTH SECOND STREET,ASHLEY,62808,-89.1886442,38.3271677,17,189,WASHINGTON,14337,1466.0,742.0,2208.0,21709.0,10872.0,39.0,39.0,3182.0,480.0
IL,IL0022,2015,MILLS & PETRIE MEMORIAL LIBRARY AND GYMNASIUM,704 NORTH FIRST STREET,ASHTON,61006,-89.222756,41.867016,17,103,LEE,34735,8242.0,1793.0,10035.0,53151.0,15751.0,0.0,240.0,4588.0,604.0
IL,IL0023,2015,ASSUMPTION PUBLIC LIBRARY DISTRICT,205 NORTH OAK STREET,ASSUMPTION,62510,-89.04857,39.5203184,17,21,CHRISTIAN,33892,4672.0,1500.0,7545.0,81654.0,12126.0,11594.0,412.0,10476.0,993.0
IL,IL0024,2015,ASTORIA PUBLIC LIBRARY DISTRICT,220 WEST BROADWAY STREET,ASTORIA,61501,-90.3600328,40.2269729,17,57,FULTON,36007,3112.0,300.0,3412.0,52594.0,18101.0,3300.0,180.0,4647.0,816.0
IL,IL0025,2015,ATKINSON PUBLIC LIBRARY DISTRICT,109 SOUTH STATE STREET,ATKINSON,61235,-90.015463,41.415083,17,73,HENRY,49635,12057.0,425.0,12482.0,68706.0,24477.0,3626.0,1216.0,4098.0,392.0
IL,IL0026,2015,ATLANTA PUBLIC LIBRARY DISTRICT,100 RACE STREET,ATLANTA,61723,-89.232705,40.260949,17,107,LOGAN,29746,4127.0,0.0,4127.0,115806.0,9376.0,4486.0,33.0,5247.0,1134.0
IL,IL0027,2015,ATWOOD-HAMMOND PUBLIC LIBRARY DISTRICT,123 NORTH MAIN STREET,ATWOOD,61913,-88.4623365,39.8000388,17,147,PIATT,16431,16655.0,1956.0,20744.0,163029.0,15124.0,0.0,676.0,8389.0,1020.0
IL,IL0028,2015,AUBURN PUBLIC LIBRARY,338 WEST JEFFERSON STREET,AUBURN,62615,-89.745744,39.5918339,17,167,SANGAMON,198997,16559.0,1666.0,21431.0,96295.0,34851.0,210.0,661.0,17027.0,2139.0
IL,IL0029,2015,AURORA PUBLIC LIBRARY,1 EAST BENTON STREET,AURORA,60505,-88.3170756,41.756377,17,89,KANE,527306,652401.0,221173.0,1102395.0,9542235.0,453426.0,23698.0,13956.0,1099293.0,104791.0
IL,IL0030,2015,VILLAGE OF AVON PUBLIC LIBRARY,105 SOUTH MAIN STREET,AVON,61415,-90.4349644,40.6618652,17,57,FULTON,36007,2472.0,0.0,2472.0,24344.0,11750.0,0.0,3.0,2224.0,186.0
IL,IL0031,2015,BARCLAY PUBLIC LIBRARY DISTRICT,220 SOUTH MAIN STREET,WARRENSBURG,62573,-89.062332,39.9299184,17,115,MACON,108350,20774.0,4903.0,29209.0,213814.0,26117.0,6707.0,992.0,20492.0,1300.0
IL,IL0032,2015,BARRINGTON PUBLIC LIBRARY DISTRICT,505 NORTH NORTHWEST HIGHWAY,BARRINGTON,60010,-88.128404,42.160144,17,97,LAKE,705186,232666.0,312502.0,735925.0,4915670.0,136555.0,15681.0,15218.0,279148.0,24095.0
IL,IL0033,2015,BARRY PUBLIC LIBRARY,880 BAINBRIDGE STREET,BARRY,62312,-91.0404075,39.692862,17,149,PIKE,16022,5371.0,346.0,5827.0,41385.0,13630.0,4430.0,101.0,3523.0,293.0
IL,IL0034,2015,BARTLETT PUBLIC LIBRARY DISTRICT,800 SOUTH BARTLETT ROAD,BARTLETT,60103,-88.183645,41.975778,17,43,DUPAGE,932708,149613.0,125780.0,303871.0,2316521.0,107021.0,2147.0,8473.0,454643.0,19843.0
IL,IL0035,2015,BATAVIA PUBLIC LIBRARY DISTRICT,10 SOUTH BATAVIA AVENUE,BATAVIA,60510,-88.311826,41.849119,17,89,KANE,527306,203198.0,71735.0,369203.0,3204463.0,182754.0,11368.0,17486.0,299492.0,13320.0
IL,IL0036,2015,BEARDSTOWN HOUSTON MEMORIAL PUBLIC LIBRARY,13 BOULEVARD ROAD,BEARDSTOWN,62618,-90.4276192,40.0062025,17,17,CASS,13156,2243.0,4131.0,6374.0,92568.0,23231.0,0.0,903.0,26666.0,2449.0
IL,IL0037,2015,BEDFORD PARK PUBLIC LIBRARY DISTRICT,7816 W. 65TH PLACE,BEDFORD PARK,60501,-87.816469,41.772743,17,31,COOK,5246456,106978.0,39511.0,155330.0,1247041.0,78650.0,0.0,3400.0,23150.0,530.0
IL,IL0038,2015,BELLEVILLE PUBLIC LIBRARY,121 EAST WASHINGTON STREET,BELLEVILLE,62220,-89.981814,38.512638,17,163,ST. CLAIR,265729,136000.0,30000.0,166000.0,1276000.0,103995.0,9868.0,4572.0,240000.0,14040.0
IL,IL0039,2015,BELLWOOD PUBLIC LIBRARY,600 BOHLAND AVENUE,BELLWOOD,60104,-87.877158,41.881617,17,31,COOK,5246456,63240.0,23312.0,99213.0,1163008.0,67771.0,12612.0,2222.0,140725.0,14248.0
IL,IL0040,2015,IDA PUBLIC LIBRARY,320 NORTH STATE STREET,BELVIDERE,61008,-88.8453211,42.2615003,17,7,BOONE,53869,98824.0,5939.0,125442.0,846575.0,75186.0,19240.0,2092.0,161636.0,12629.0
IL,IL0041,2015,BEMENT PUBLIC LIBRARY DISTRICT,349 SOUTH MACON STREET,BEMENT,61813,-88.571505,39.9200725,17,147,PIATT,16431,11503.0,4981.0,16484.0,99193.0,13337.0,17149.0,203.0,18569.0,1016.0
IL,IL0042,2015,BENSENVILLE COMMUNITY PUBLIC LIBRARY DISTRICT,200 SOUTH CHURCH ROAD,BENSENVILLE,60106,-87.950995,41.952447,17,43,DUPAGE,932708,71984.0,8740.0,91684.0,1386713.0,78385.0,350.0,6842.0,60552.0,10372.0
IL,IL0043,2015,BENTON PUBLIC LIBRARY DISTRICT,502 SOUTH MAIN STREET,BENTON,62812,-88.9204259,37.991581,17,55,FRANKLIN,39411,49710.0,19563.0,75917.0,421308.0,47499.0,22474.0,785.0,41120.0,7287.0
IL,IL0044,2015,BERKELEY PUBLIC LIBRARY,1637 NORTH TAFT AVENUE,BERKELEY,60163,-87.913059,41.884093,17,31,COOK,5246456,18872.0,14225.0,40143.0,319621.0,23301.0,14691.0,1087.0,25466.0,3104.0
IL,IL0045,2015,BERTOLET MEMORIAL LIBRARY DISTRICT,705 MAIN STREET,LEAF RIVER,61047,-89.4038883,42.120782,17,141,OGLE,52085,6832.0,1266.0,8999.0,115205.0,13017.0,0.0,145.0,15750.0,489.0
IL,IL0046,2015,BERWYN PUBLIC LIBRARY,2701 SOUTH HARLEM AVENUE,BERWYN,60402,-87.8032398,41.8422323,17,31,COOK,5246456,176669.0,48261.0,266530.0,3193946.0,95716.0,253.0,12015.0,235625.0,28139.0
IL,IL0047,2015,BETHALTO PUBLIC LIBRARY DISTRICT,321 SOUTH PRAIRIE STREET,BETHALTO,62010,-90.040614,38.907464,17,119,MADISON,266560,34949.0,10229.0,57580.0,457577.0,40135.0,17388.0,641.0,70000.0,4445.0
IL,IL0048,2015,BLANDINSVILLE-HIRE LIBRARY DISTRICT,130 SOUTH MAIN STREET,BLANDINSVILLE,61420,-90.8662383,40.5557494,17,109,MCDONOUGH,31880,14724.0,943.0,15720.0,69622.0,31801.0,4486.0,298.0,10679.0,1082.0
IL,IL0049,2015,BLOOMINGDALE PUBLIC LIBRARY,101 FAIRFIELD WAY,BLOOMINGDALE,60108,-88.0798266,41.9484847,17,43,DUPAGE,932708,133658.0,125350.0,316108.0,2951781.0,108675.0,37530.0,11710.0,181981.0,16607.0
IL,IL0050,2015,BLOOMINGTON PUBLIC LIBRARY,205 EAST OLIVE STREET,BLOOMINGTON,61701,-88.9919161,40.4768972,17,113,MCLEAN,174061,313947.0,185649.0,668165.0,4926834.0,239457.0,87600.0,18584.0,411492.0,37463.0
IL,IL0051,2015,BLUE ISLAND PUBLIC LIBRARY,2433 YORK STREET,BLUE ISLAND,60406,-87.6809435,41.6571371,17,31,COOK,5246456,68517.0,32051.0,115728.0,1488467.0,101792.0,5269.0,5507.0,163968.0,14593.0
IL,IL0052,2015,BLUE MOUND MEMORIAL LIBRARY DISTRICT,213 NORTH SAINT MARIE STREET,BLUE MOUND,62513,-89.122721,39.700512,17,115,MACON,108350,8817.0,1500.0,11720.0,82267.0,17048.0,0.0,505.0,10100.0,936.0
IL,IL0053,2015,BLUFFS PUBLIC LIBRARY,110 NORTH BLUFF STREET,BLUFFS,62621,-90.535223,39.7504815,17,171,SCOTT,5204,345.0,0.0,371.0,13040.0,9004.0,0.0,239.0,1907.0,347.0
IL,IL0054,2015,BOURBONNAIS PUBLIC LIBRARY DISTRICT,250 WEST JOHN CASEY ROAD,BOURBONNAIS,60914,-87.879495,41.165729,17,91,KANKAKEE,111375,49541.0,15723.0,80001.0,824326.0,40882.0,16257.0,3090.0,91996.0,10117.0
IL,IL0055,2015,BRADFORD PUBLIC LIBRARY DISTRICT,111 SOUTH PEORIA STREET,BRADFORD,61421,-89.6578133,41.1772553,17,175,STARK,5813,10431.0,290.0,15981.0,83824.0,11946.0,4398.0,902.0,7703.0,449.0
IL,IL0056,2015,BRADLEY PUBLIC LIBRARY DISTRICT,296 NORTH FULTON AVENUE,BRADLEY,60915,-87.8565286,41.147911,17,91,KANKAKEE,111375,35193.0,11728.0,57434.0,701798.0,47146.0,8679.0,1378.0,87400.0,5659.0
IL,IL0057,2015,BREESE PUBLIC LIBRARY,530 NORTH THIRD STREET,BREESE,62230,-89.5282886,38.6098319,17,27,CLINTON,37857,22346.0,1515.0,23861.0,163843.0,24983.0,148.0,875.0,16938.0,1347.0
IL,IL0058,2015,BRIDGEVIEW PUBLIC LIBRARY,7840 WEST 79TH STREET,BRIDGEVIEW,60455,-87.8153267,41.7477941,17,31,COOK,5246456,92000.0,19000.0,155000.0,1845549.0,72097.0,211.0,4606.0,46312.0,5237.0
IL,IL0059,2015,BRIMFIELD PUBLIC LIBRARY DISTRICT,111 SOUTH GALENA STREET,BRIMFIELD,61517,-89.8845569,40.8386702,17,143,PEORIA,187319,23111.0,16587.0,45140.0,352411.0,20763.0,4486.0,2533.0,31536.0,2325.0
IL,IL0060,2015,BROADVIEW PUBLIC LIBRARY DISTRICT,2226 SOUTH 16TH AVENUE,BROADVIEW,60155,-87.851763,41.86348,17,31,COOK,5246456,44908.0,12169.0,74057.0,871199.0,42041.0,17580.0,3386.0,51241.0,3418.0
IL,IL0061,2015,BROOKFIELD FREE PUBLIC LIBRARY,3609 GRAND BOULEVARD,BROOKFIELD,60513,-87.848447,41.825428,17,31,COOK,5246456,90102.0,59560.0,194670.0,1643145.0,71691.0,25381.0,5723.0,155226.0,12248.0
IL,IL0062,2015,MASON MEMORIAL PUBLIC LIBRARY,104 WEST MAIN STREET,BUDA,61314,-89.6794249,41.3267621,17,11,BUREAU,33840,2234.0,0.0,2764.0,29911.0,16481.0,0.0,0.0,2663.0,298.0
IL,IL0063,2015,BUNKER HILL PUBLIC LIBRARY DISTRICT,220 EAST WARREN STREET,BUNKER HILL,62014,-89.9505818,39.0428639,17,117,MACOUPIN,46453,11131.0,927.0,12315.0,74640.0,15645.0,380.0,208.0,10182.0,800.0
IL,IL0064,2015,LEEPERTOWN TOWNSHIP PUBLIC LIBRARY,201 EAST NEBRASKA STREET,BUREAU,61315,-89.3655496,41.2879134,17,11,BUREAU,33840,160.0,0.0,160.0,16353.0,7602.0,0.0,155.0,1130.0,194.0
IL,IL0065,2015,BUSHNELL PUBLIC LIBRARY DISTRICT,455 NORTH DEAN STREET,BUSHNELL,61422,-90.5110331,40.5531334,17,109,MCDONOUGH,31880,6460.0,217.0,6677.0,72633.0,25501.0,0.0,166.0,28420.0,2116.0
IL,IL0066,2015,BYRON PUBLIC LIBRARY DISTRICT,100 SOUTH WASHINGTON STREET,BYRON,61010,-89.2588698,42.1253075,17,141,OGLE,52085,63280.0,8557.0,89237.0,1051035.0,49833.0,32155.0,3079.0,82440.0,4419.0
IL,IL0067,2015,CAHOKIA PUBLIC LIBRARY DISTRICT,140 CAHOKIA PARK DRIVE,CAHOKIA,62206,-90.1763388,38.5573561,17,163,ST. CLAIR,265729,4782.0,0.0,5582.0,253582.0,44222.0,0.0,570.0,37201.0,2399.0
IL,IL0068,2015,CAIRO PUBLIC LIBRARY,1609 WASHINGTON AVENUE,CAIRO,62914,-89.1731785,37.0032489,17,3,ALEXANDER,7492,2678.0,250.0,3487.0,51199.0,54067.0,0.0,357.0,26001.0,2279.0
IL,IL0069,2015,CALUMET CITY PUBLIC LIBRARY,660 MANISTEE AVENUE,CALUMET CITY,60409,-87.555336,41.616408,17,31,COOK,5246456,182799.0,63291.0,306331.0,1761925.0,95737.0,16039.0,7621.0,314610.0,10755.0
IL,IL0070,2015,CALUMET PARK PUBLIC LIBRARY,1500 WEST 127TH STREET,CALUMET PARK,60827,-87.658641,41.663003,17,31,COOK,5246456,16205.0,13504.0,33859.0,205184.0,34635.0,0.0,150.0,28000.0,8282.0
IL,IL0071,2015,CAMBRIDGE PUBLIC LIBRARY DISTRICT,212 WEST CENTER STREET,CAMBRIDGE,61238,-90.19549,41.302723,17,73,HENRY,49635,5409.0,5460.0,11797.0,134594.0,37222.0,4486.0,896.0,8692.0,664.0
IL,IL0072,2015,CAMP POINT PUBLIC LIBRARY DISTRICT,206 EAST STATE STREET,CAMP POINT,62320,-91.064053,40.041937,17,1,ADAMS,66988,6670.0,1640.0,8879.0,57192.0,18082.0,4486.0,0.0,4558.0,1983.0
IL,IL0073,2015,PARLIN-INGERSOLL PUBLIC LIBRARY,205 WEST CHESTNUT STREET,CANTON,61520,-90.0385693,40.5570683,17,57,FULTON,36007,59201.0,2305.0,84359.0,599071.0,79310.0,4165.0,9457.0,104210.0,12072.0
IL,IL0074,2015,CARBONDALE PUBLIC LIBRARY,405 WEST MAIN STREET,CARBONDALE,62901,-89.2204462,37.726932,17,77,JACKSON,59677,102952.0,35728.0,156704.0,960247.0,94436.0,11616.0,4536.0,162372.0,11809.0
IL,IL0075,2015,CARLINVILLE PUBLIC LIBRARY,510 NORTH BROAD STREET,CARLINVILLE,62626,-89.8816684,39.2844638,17,117,MACOUPIN,46453,17626.0,470.0,22664.0,200541.0,33858.0,5587.0,455.0,61589.0,2196.0
IL,IL0076,2015,CASE-HALSTEAD PUBLIC LIBRARY,571 FRANKLIN STREET,CARLYLE,62231,-89.364467,38.610209,17,27,CLINTON,37857,25952.0,2693.0,32452.0,157378.0,26281.0,15330.0,832.0,29256.0,1006.0
IL,IL0077,2015,CARMI PUBLIC LIBRARY,103 SLOCUMB STREET,CARMI,62821,-88.1648722,38.0870665,17,193,WHITE,14374,19646.0,500.0,21313.0,119055.0,30718.0,150.0,650.0,22058.0,2900.0
IL,IL0078,2015,CAROL STREAM PUBLIC LIBRARY,616 HIAWATHA DRIVE,CAROL STREAM,60188,-88.129242,41.918551,17,43,DUPAGE,932708,192055.0,145308.0,409891.0,3297038.0,170507.0,13337.0,10743.0,204489.0,15266.0
IL,IL0080,2015,CARROLLTON PUBLIC LIBRARY,509 SOUTH MAIN STREET,CARROLLTON,62016,-90.40777,39.3009441,17,61,GREENE,13434,10823.0,1500.0,12799.0,85206.0,25836.0,42.0,530.0,22168.0,1193.0
IL,IL0081,2015,ANNE WEST LINDSAY DISTRICT LIBRARY,600 NORTH DIVISION STREET,CARTERVILLE,62918,-89.0773224,37.7682857,17,199,WILLIAMSON,67008,28472.0,3000.0,35240.0,276576.0,41576.0,7984.0,1799.0,37356.0,3730.0
IL,IL0082,2015,CARTHAGE PUBLIC LIBRARY DISTRICT,500 WABASH AVENUE,CARTHAGE,62321,-91.137172,40.4122896,17,67,HANCOCK,18564,22013.0,328.0,24740.0,187342.0,39101.0,4486.0,1680.0,27092.0,2699.0
IL,IL0083,2015,CARY AREA PUBLIC LIBRARY DISTRICT,1606 THREE OAKS ROAD,CARY,60013,-88.2301261,42.2198374,17,111,MCHENRY,307283,135608.0,63193.0,240946.0,1863763.0,66990.0,19820.0,4206.0,158516.0,21221.0
IL,IL0084,2015,CASEY TOWNSHIP LIBRARY,307 EAST MAIN STREET,CASEY,62420,-87.9887116,39.3006111,17,23,CLARK,16180,20619.0,4124.0,24743.0,125405.0,21784.0,0.0,998.0,19282.0,2173.0
IL,IL0085,2015,CASEYVILLE PUBLIC LIBRARY DISTRICT,419 SOUTH SECOND STREET,CASEYVILLE,62232,-90.029811,38.636822,17,163,ST. CLAIR,265729,4888.0,1899.0,7969.0,82416.0,30481.0,45.0,334.0,11253.0,979.0
IL,IL0086,2015,CATLIN PUBLIC LIBRARY DISTRICT,101 MAPLELEAF DRIVE,CATLIN,61817,-87.7146727,40.0653328,17,183,VERMILION,79728,5989.0,0.0,7345.0,93841.0,20645.0,27625.0,700.0,9485.0,1087.0
IL,IL0087,2015,CENTRAL PUBLIC LIBRARY DISTRICT,701 SOUTH OAK STREET #A,EVANSVILLE,62242,-89.9341211,38.0913214,17,157,RANDOLPH,32869,1395.0,0.0,1395.0,13734.0,12700.0,0.0,33.0,4890.0,125.0
IL,IL0088,2015,CENTRALIA REGIONAL LIBRARY DISTRICT,515 EAST BROADWAY AVENUE,CENTRALIA,62801,-89.128157,38.526521,17,121,MARION,38571,44471.0,906.0,61205.0,626791.0,75286.0,499.0,2645.0,101030.0,14073.0
IL,IL0089,2015,HOPE WELTY PUBLIC LIBRARY DISTRICT,100 SOUTH MADISON STREET,CERRO GORDO,61818,-88.7304229,39.8905247,17,147,PIATT,16431,10741.0,1322.0,12063.0,87697.0,14412.0,6483.0,55.0,15432.0,3068.0
IL,IL0090,2015,CHADWICK PUBLIC LIBRARY DISTRICT,110 MAIN STREET,CHADWICK,61014,-89.8908438,42.0122729,17,15,CARROLL,14715,9493.0,0.0,9714.0,39884.0,16375.0,0.0,104.0,3196.0,1084.0
IL,IL0091,2015,CHAMPAIGN PUBLIC LIBRARY,200 WEST GREEN STREET,CHAMPAIGN,61820,-88.2452157,40.1101831,17,19,CHAMPAIGN,207133,524144.0,179337.0,957588.0,6430646.0,283393.0,37589.0,41248.0,953440.0,32304.0
IL,IL0092,2015,CHARLESTON CARNEGIE PUBLIC LIBRARY,712 SIXTH STREET,CHARLESTON,61920,-88.175397,39.493494,17,29,COLES,53320,27570.0,5063.0,37607.0,470232.0,57435.0,34451.0,2258.0,54715.0,3951.0
IL,IL0093,2015,CHATHAM AREA PUBLIC LIBRARY DISTRICT,600 EAST SPRUCE STREET,CHATHAM,62629,-89.6980446,39.6723704,17,167,SANGAMON,198997,52166.0,27198.0,90137.0,936188.0,74188.0,17935.0,4011.0,115511.0,7176.0
IL,IL0094,2015,CHATSWORTH TOWNSHIP LIBRARY,432 EAST LOCUST STREET,CHATSWORTH,60921,-88.2915403,40.7537581,17,105,LIVINGSTON,37903,1034.0,0.0,1259.0,23692.0,24414.0,2465.0,785.0,6303.0,628.0
IL,IL0095,2015,CHENOA PUBLIC LIBRARY DISTRICT,211 SOUTH DIVISION STREET,CHENOA,61726,-88.7186017,40.7437984,17,113,MCLEAN,174061,2649.0,831.0,4949.0,84644.0,12534.0,4546.0,204.0,7820.0,683.0
IL,IL0096,2015,CHERRY VALLEY PUBLIC LIBRARY DISTRICT,755 EAST STATE STREET,CHERRY VALLEY,61016,-88.94549,42.235507,17,201,WINNEBAGO,288542,65259.0,16436.0,96517.0,928315.0,70554.0,14685.0,6787.0,115077.0,7405.0
IL,IL0097,2015,CHESTER PUBLIC LIBRARY,733 STATE STREET,CHESTER,62233,-89.8263121,37.9062426,17,157,RANDOLPH,32869,10372.0,3370.0,14308.0,152063.0,37112.0,17183.0,841.0,19463.0,1320.0
IL,IL0098,2015,CHICAGO PUBLIC LIBRARY,400 SOUTH STATE STREET,CHICAGO,60605,-87.627697,41.876353,17,31,COOK,5246456,7500000.0,0.0,7500000.0,87291473.0,5540159.0,27403.0,83777.0,10374334.0,1016541.0
IL,IL0099,2015,CHICAGO HEIGHTS FREE PUBLIC LIBRARY,25 WEST FIFTEENTH STREET,CHICAGO HEIGHTS,60411,-87.6418471,41.5042782,17,31,COOK,5246456,85916.0,16194.0,117891.0,1257507.0,119983.0,210.0,2357.0,149140.0,14331.0
IL,IL0100,2015,CHICAGO RIDGE PUBLIC LIBRARY,10400 SOUTH OXFORD AVENUE,CHICAGO RIDGE,60415,-87.777995,41.702408,17,31,COOK,5246456,73631.0,36517.0,129681.0,1313222.0,60406.0,34155.0,4292.0,129678.0,8440.0
IL,IL0102,2015,CHILLICOTHE PUBLIC LIBRARY DISTRICT,430 NORTH BRADLEY AVENUE,CHILLICOTHE,61523,-89.500587,40.914246,17,143,PEORIA,187319,16576.0,2931.0,22707.0,413959.0,31912.0,4486.0,1481.0,174793.0,6389.0
IL,IL0103,2015,CHRISMAN PUBLIC LIBRARY,108 NORTH ILLINOIS STREET,CHRISMAN,61924,-87.6790411,39.8035224,17,45,EDGAR,17841,710.0,269.0,1156.0,24283.0,15011.0,13166.0,219.0,7023.0,331.0
